id,wellness_issue,patient_question,clinic_answer,tcm_focus_area,professional_acupuncture_points,tcm_trigger_acupuncture_points,pharmacopeia
909,Wellness issue 909,This is a sample patient question about wellness issue 909. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
910,Wellness issue 910,This is a sample patient question about wellness issue 910. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
911,Wellness issue 911,This is a sample patient question about wellness issue 911. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
912,Wellness issue 912,This is a sample patient question about wellness issue 912. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
913,Wellness issue 913,This is a sample patient question about wellness issue 913. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
914,Wellness issue 914,This is a sample patient question about wellness issue 914. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
915,Wellness issue 915,This is a sample patient question about wellness issue 915. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
916,Wellness issue 916,This is a sample patient question about wellness issue 916. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
917,Wellness issue 917,This is a sample patient question about wellness issue 917. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
918,Wellness issue 918,This is a sample patient question about wellness issue 918. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
919,Wellness issue 919,This is a sample patient question about wellness issue 919. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
920,Wellness issue 920,This is a sample patient question about wellness issue 920. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
921,Wellness issue 921,This is a sample patient question about wellness issue 921. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
922,Wellness issue 922,This is a sample patient question about wellness issue 922. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
923,Wellness issue 923,This is a sample patient question about wellness issue 923. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
924,Wellness issue 924,This is a sample patient question about wellness issue 924. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
925,Wellness issue 925,This is a sample patient question about wellness issue 925. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
926,Wellness issue 926,This is a sample patient question about wellness issue 926. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
927,Wellness issue 927,This is a sample patient question about wellness issue 927. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
928,Wellness issue 928,This is a sample patient question about wellness issue 928. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
